5.900, 0.2950, 5.6814
5.910, 0.2955, 5.6162
5.920, 0.2960, 5.7146
5.930, 0.2965, 5.7668
5.940, 0.2970, 5.8139
5.950, 0.2975, 5.8191
5.960, 0.2980, 5.8240
5.970, 0.2985, 5.7515
5.980, 0.2990, 5.7883
5.990, 0.2995, 5.8020
6.000, 0.3000, 5.8066
6.010, 0.3005, 5.7962
6.020, 0.3010, 5.9258
6.030, 0.3015, 5.9394
6.040, 0.3020, 5.8468
6.050, 0.3025, 5.8411
6.060, 0.3030, 5.9300
6.070, 0.3035, 5.9229
6.080, 0.3040, 5.9274
6.090, 0.3045, 5.9173
6.100, 0.3050, 5.9280
6.110, 0.3055, 6.0983
6.120, 0.3060, 5.9979
6.130, 0.3065, 6.0238
6.140, 0.3070, 5.9398
6.150, 0.3075, 5.9809
6.160, 0.3080, 5.8851
6.170, 0.3085, 5.9503
6.180, 0.3090, 6.0366
6.190, 0.3095, 5.9876
6.200, 0.3100, 5.9855
6.210, 0.3105, 6.1093
6.220, 0.3110, 6.0696
6.230, 0.3115, 6.0685
6.240, 0.3120, 6.1771
6.250, 0.3125, 6.1345
6.260, 0.3130, 6.0490
6.270, 0.3135, 6.1790
6.280, 0.3140, 6.0565
6.290, 0.3145, 6.1631
6.300, 0.3150, 6.0507
6.310, 0.3155, 6.1626
6.320, 0.3160, 6.1721
6.330, 0.3165, 6.2478
6.340, 0.3170, 6.1661
6.350, 0.3175, 6.1961
6.360, 0.3180, 6.1565
6.370, 0.3185, 6.1870
6.380, 0.3190, 6.1963
6.390, 0.3195, 6.2149
6.400, 0.3200, 6.1669
6.410, 0.3205, 6.2337
6.420, 0.3210, 6.1880
6.430, 0.3215, 6.3720
6.440, 0.3220, 6.2856
6.450, 0.3225, 6.2294
6.460, 0.3230, 6.2446
6.470, 0.3235, 6.3600
6.480, 0.3240, 6.4005
6.490, 0.3245, 6.2956
6.500, 0.3250, 6.4167
6.510, 0.3255, 6.3042
6.520, 0.3260, 6.3047
6.530, 0.3265, 6.3587
6.540, 0.3270, 6.4034
6.550, 0.3275, 6.3826
6.560, 0.3280, 6.4487
6.570, 0.3285, 6.3972
6.580, 0.3290, 6.4312
6.590, 0.3295, 6.3489
6.600, 0.3300, 6.4566
6.610, 0.3305, 6.4450
6.620, 0.3310, 6.4634
6.630, 0.3315, 6.4829
6.640, 0.3320, 6.4755
6.650, 0.3325, 6.4736
6.660, 0.3330, 6.5630
6.670, 0.3335, 6.5096
6.680, 0.3340, 6.6276
6.690, 0.3345, 6.5153
6.700, 0.3350, 6.4830
6.710, 0.3355, 6.5428
6.720, 0.3360, 6.5956
6.730, 0.3365, 6.5371
6.740, 0.3370, 6.5760
6.750, 0.3375, 6.5803
6.760, 0.3380, 6.6341
6.770, 0.3385, 6.6403
6.780, 0.3390, 6.6158
6.790, 0.3395, 6.6996
6.800, 0.3400, 6.8202
6.810, 0.3405, 6.7191
6.820, 0.3410, 6.7120
6.830, 0.3415, 6.6802
6.840, 0.3420, 6.8036
6.850, 0.3425, 6.6720
6.860, 0.3430, 6.7112
6.870, 0.3435, 6.8032
6.880, 0.3440, 6.6333
6.890, 0.3445, 6.7034
6.900, 0.3450, 6.7326
6.910, 0.3455, 6.8000
6.920, 0.3460, 6.8743
6.930, 0.3465, 6.7818
6.940, 0.3470, 6.6947
6.950, 0.3475, 6.7749
6.960, 0.3480, 6.7411
6.970, 0.3485, 6.7948
6.980, 0.3490, 6.8186
6.990, 0.3495, 6.8724
7.000, 0.3500, 6.8897
7.010, 0.3505, 6.8665
7.020, 0.3510, 6.8494
7.030, 0.3515, 6.8005
7.040, 0.3520, 7.0054
7.050, 0.3525, 6.8305
7.060, 0.3530, 6.7796
7.070, 0.3535, 6.8996
7.080, 0.3540, 6.8725
7.090, 0.3545, 6.9346
7.100, 0.3550, 6.9990
7.110, 0.3555, 6.8143
7.120, 0.3560, 6.9493
7.130, 0.3565, 7.0328
7.140, 0.3570, 6.8972
7.150, 0.3575, 7.0331
7.160, 0.3580, 7.0687
7.170, 0.3585, 7.0348
7.180, 0.3590, 6.9925
7.190, 0.3595, 6.9302
7.200, 0.3600, 7.1714
7.210, 0.3605, 7.0514
7.220, 0.3610, 7.0787
7.230, 0.3615, 7.0996
7.240, 0.3620, 7.1624
7.250, 0.3625, 7.0968
7.260, 0.3630, 7.1796
7.270, 0.3635, 7.1214
7.280, 0.3640, 7.2582
7.290, 0.3645, 7.1397
7.300, 0.3650, 7.1072
7.310, 0.3655, 7.1569
7.320, 0.3660, 7.1332
7.330, 0.3665, 7.1474
7.340, 0.3670, 7.1792
7.350, 0.3675, 7.2069
7.360, 0.3680, 7.2516
7.370, 0.3685, 7.3046
7.380, 0.3690, 7.2189
7.390, 0.3695, 7.1437
7.400, 0.3700, 7.2294
7.410, 0.3705, 7.1838
7.420, 0.3710, 7.3344
7.430, 0.3715, 7.2962
7.440, 0.3720, 7.3086
7.450, 0.3725, 7.2132
7.460, 0.3730, 7.2495
7.470, 0.3735, 7.2987
7.480, 0.3740, 7.2750
7.490, 0.3745, 7.3914
7.500, 0.3750, 7.2974
7.510, 0.3755, 7.3193
7.520, 0.3760, 7.4204
7.530, 0.3765, 7.3632
7.540, 0.3770, 7.3763
7.550, 0.3775, 7.4333
7.560, 0.3780, 7.4075
7.570, 0.3785, 7.2622
7.580, 0.3790, 7.4122
7.590, 0.3795, 7.4821
7.600, 0.3800, 7.3782
7.610, 0.3805, 7.4536
7.620, 0.3810, 7.4363
7.630, 0.3815, 7.6254
7.640, 0.3820, 7.5057
7.650, 0.3825, 7.5297
7.660, 0.3830, 7.5231
7.670, 0.3835, 7.5097
7.680, 0.3840, 7.4694
7.690, 0.3845, 7.4906
7.700, 0.3850, 7.4487
7.710, 0.3855, 7.5025
7.720, 0.3860, 7.5243
7.730, 0.3865, 7.6838
7.740, 0.3870, 7.6444
7.750, 0.3875, 7.5208
7.760, 0.3880, 7.6487
7.770, 0.3885, 7.6817
7.780, 0.3890, 7.5586
7.790, 0.3895, 7.8018
7.800, 0.3900, 7.6144
7.810, 0.3905, 7.6173
7.820, 0.3910, 7.6668
7.830, 0.3915, 7.7240
7.840, 0.3920, 7.7160
7.850, 0.3925, 7.6308
7.860, 0.3930, 7.7422
7.870, 0.3935, 7.7365
7.880, 0.3940, 7.7582
7.890, 0.3945, 7.6928
7.900, 0.3950, 7.6137
7.910, 0.3955, 7.7417
7.920, 0.3960, 7.7083
7.930, 0.3965, 7.8702
7.940, 0.3970, 7.8111
7.950, 0.3975, 7.8915
7.960, 0.3980, 7.8148
7.970, 0.3985, 7.7233
7.980, 0.3990, 7.8881
7.990, 0.3995, 7.6197
8.000, 0.4000, 7.8187
8.010, 0.4005, 7.8936
8.020, 0.4010, 7.8911
8.030, 0.4015, 7.8336
8.040, 0.4020, 7.8493
8.050, 0.4025, 7.8146
8.060, 0.4030, 7.9933
8.070, 0.4035, 7.9540
8.080, 0.4040, 7.8943
8.090, 0.4045, 7.9023
8.100, 0.4050, 7.8102
8.110, 0.4055, 7.9589
8.120, 0.4060, 7.9920
8.130, 0.4065, 7.9187
8.140, 0.4070, 8.0000
8.150, 0.4075, 7.9872
8.160, 0.4080, 8.0426
8.170, 0.4085, 7.9933
8.180, 0.4090, 8.0132
8.190, 0.4095, 7.9703
8.200, 0.4100, 7.9801
8.210, 0.4105, 8.0191
8.220, 0.4110, 7.9588
8.230, 0.4115, 8.0185
8.240, 0.4120, 8.0610
8.250, 0.4125, 8.1188
8.260, 0.4130, 8.1430
8.270, 0.4135, 8.1028
8.280, 0.4140, 8.1739
8.290, 0.4145, 8.1828
8.300, 0.4150, 8.1119
8.310, 0.4155, 8.1237
8.320, 0.4160, 8.1280
8.330, 0.4165, 8.1202
8.340, 0.4170, 8.1489
8.350, 0.4175, 8.1740
8.360, 0.4180, 8.1700
8.370, 0.4185, 8.2250
8.380, 0.4190, 8.1371
8.390, 0.4195, 8.2034
8.400, 0.4200, 8.1707
8.410, 0.4205, 8.1960
8.420, 0.4210, 8.1712
8.430, 0.4215, 8.3051
8.440, 0.4220, 8.3364
8.450, 0.4225, 8.1466
8.460, 0.4230, 8.2626
8.470, 0.4235, 8.2681
8.480, 0.4240, 8.2115
8.490, 0.4245, 8.2786
8.500, 0.4250, 8.3178
8.510, 0.4255, 8.2852
8.520, 0.4260, 8.3060
8.530, 0.4265, 8.2626
8.540, 0.4270, 8.3168
8.550, 0.4275, 8.3405
8.560, 0.4280, 8.4507
8.570, 0.4285, 8.4595
8.580, 0.4290, 8.3606
8.590, 0.4295, 8.2556
8.600, 0.4300, 8.4168
8.610, 0.4305, 8.4115
8.620, 0.4310, 8.3958
8.630, 0.4315, 8.3297
8.640, 0.4320, 8.4973
8.650, 0.4325, 8.5030
8.660, 0.4330, 8.5321
8.670, 0.4335, 8.4513
8.680, 0.4340, 8.5623
8.690, 0.4345, 8.4862
8.700, 0.4350, 8.4810
8.710, 0.4355, 8.5441
8.720, 0.4360, 8.5630
8.730, 0.4365, 8.6355
8.740, 0.4370, 8.5162
